reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
ROCOXY10c,VROCP1OXY1+HO,HO+0.00230*VROCN2OXY8+0.13400*VROCN2OXY4+0.33490*VROCN2OXY2+0.00800*VROCN1OXY6+0.11930*VROCN1OXY3+0.07580*VROCN1OXY1+0.02920*VROCP0OXY4+0.07660*VROCP0OXY2+0.02770*VROCP1OXY3+0.01180*VROCP1OXY1+0.06510*VROCP2OXY2+0.07090*VROCP3OXY2+0.06680*VROCP4OXY2+0.04230*VROCP5OXY1+0.09110*VROCP6OXY1+0.00660*VOP3+0.00250*OP2+0.02970*DCB1+0.02970*HKET+0.02970*MEK+0.02970*ACD+0.02970*ALD+0.02970*MO2+0.02970*ETHP+0.02970*HC3P+0.02970*MEKP+0.06540*HC5P,3.8000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY11c,VROCP2OXY2+HO,HO+0.04450*VROCN2OXY8+0.17260*VROCN2OXY4+0.01040*VROCN2OXY2+0.05130*VROCN1OXY6+0.11180*VROCN1OXY3+0.00130*VROCN1OXY1+0.13370*VROCP0OXY4+0.04030*VROCP0OXY2+0.05110*VROCP1OXY3+0.00680*VROCP1OXY1+0.02360*VROCP2OXY2+0.02930*VROCP3OXY2+0.07330*VROCP4OXY2+0.05230*VROCP5OXY1+0.05950*VROCP6OXY1+0.00410*VOP3+0.00230*OP2+0.06280*DCB1+0.06280*HKET+0.06280*MEK+0.06280*ACD+0.06280*ALD+0.06280*MO2+0.06280*ETHP+0.06280*HC3P+0.06280*MEKP+0.14890*HC5P,3.9300E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY12c,VROCP3OXY2+HO,HO+0.03170*VROCN2OXY8+0.07650*VROCN2OXY4+0.00090*VROCN2OXY2+0.05260*VROCN1OXY6+0.04890*VROCN1OXY3+0.15500*VROCP0OXY4+0.01550*VROCP0OXY2+0.10510*VROCP1OXY3+0.00130*VROCP1OXY1+0.05350*VROCP2OXY2+0.00860*VROCP3OXY2+0.04260*VROCP4OXY2+0.05820*VROCP5OXY1+0.06610*VROCP6OXY1+0.05060*VOP3+0.01140*OP2+0.06980*DCB1+0.06980*HKET+0.06980*MEK+0.06980*ACD+0.06980*ALD+0.06980*MO2+0.06980*ETHP+0.06980*HC3P+0.06980*MEKP+0.16560*HC5P,3.5200E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY13c,VROCP4OXY2+HO,HO+0.01170*VROCN2OXY8+0.01670*VROCN2OXY4+0.04800*VROCN1OXY6+0.02460*VROCN1OXY3+0.08810*VROCP0OXY4+0.09160*VROCP1OXY3+0.00730*VROCP1OXY1+0.09720*VROCP2OXY2+0.04560*VROCP3OXY2+0.00240*VROCP4OXY2+0.04790*VROCP5OXY1+0.07450*VROCP6OXY1+0.06070*VOP3+0.01550*OP2+0.07860*DCB1+0.07860*HKET+0.07860*MEK+0.07860*ACD+0.07860*ALD+0.07860*MO2+0.07860*ETHP+0.07860*HC3P+0.07860*MEKP+0.17300*HC5P,3.1200E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY14c,VROCP5OXY1+HO,HO+0.01030*VROCN2OXY4+0.00060*VROCN2OXY2+0.00900*VROCN1OXY6+0.01460*VROCN1OXY3+0.07020*VROCP0OXY4+0.01530*VROCP0OXY2+0.10380*VROCP1OXY3+0.00310*VROCP1OXY1+0.16500*VROCP2OXY2+0.15660*VROCP3OXY2+0.07240*VROCP4OXY2+0.00620*VROCP5OXY1+0.13980*VROCP6OXY1+0.02160*VOP3+0.03840*OP2+0.05260*DCB1+0.05260*HKET+0.05260*MEK+0.05260*ACD+0.05260*ALD+0.05260*MO2+0.05260*ETHP+0.05260*HC3P+0.05260*MEKP+0.12800*HC5P,2.4000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY15c,VROCP6OXY1+HO,HO+0.00610*VROCN1OXY6+0.00490*VROCN1OXY3+0.02240*VROCP0OXY4+0.05030*VROCP1OXY3+0.00220*VROCP1OXY1+0.08790*VROCP2OXY2+0.13840*VROCP3OXY2+0.14630*VROCP4OXY2+0.04320*VROCP5OXY1+0.09570*VROCP6OXY1+0.03160*VOP3+0.05850*OP2+0.05710*DCB1+0.05710*HKET+0.05710*MEK+0.05710*ACD+0.05710*ALD+0.05710*MO2+0.05710*ETHP+0.05710*HC3P+0.05710*MEKP+0.15440*HC5P,2.0500E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY16c,VOP3+HO,HO+0.11880*VROCN2OXY8+0.00080*VROCN2OXY4+0.03900*VROCN1OXY6+0.01140*VROCP0OXY4+0.22660*DCB1+0.22660*MEK+0.22660*ACD+0.22660*ALD+0.22660*MO2+0.22660*ETHP+0.22660*HC3P+0.22660*MEKP,4.6900E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R364,ECH4+HO,MO2,2.4500E-12*exp(-1.7750E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,,,Emitted methane (ECH4) is tracked separately to account for effects of methane emissions on top of the global average background methane (set to 1850 ppb in CMAQ by default).
TRP58,ATRPNJ,AHOMJ+HNO3,9.2600E-05,CRACMM2,particle,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Pye et al. 2015,https://doi.org/10.1021/acs.est.5b03738,ATRPN and AHONIT are expected to undergo hydrolysis with a 3-h lifetime based on Pye et al. (2015).
TRP59,AHONITJ,AHOMJ+HNO3,9.2600E-05,CRACMM2,particle,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Pye et al. 2015,https://doi.org/10.1021/acs.est.5b03738,ATRPN and AHONIT are expected to undergo hydrolysis with a 3-h lifetime based on Pye et al. (2015).
ROCARO71,STY+HO,STYP,5.8000E-11,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO72,STYP+HO2,VROCP3OXY2,2.9100E-12*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,"1. Styrene chemistry is adopted from MCM for CRACMM2.
2. MCM predicts a peroxide formed from the reaction of the styrene peroxy radical with HO2. In CRACMM2, this peroxide is mapped to an oxygenated IVOC with C*=103 microg/m3 and O:C=0.2 (CRACMM species VROCP3OXY2)."
ROCARO73,STYP+NO,NO2+HO2+HCHO+BALD,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO74,STYP+NO3,NO2+HO2+HCHO+BALD,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO75,STYP+MO2,1.37000*HO2+1.68000*HCHO+BALD+0.32000*MOH,2.5000E-13,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO76,STYP+ACO3,HO2+HCHO+BALD+0.70000*MO2+0.30000*ORA2,2.5000E-13,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
